1.457246820036738055e-01 0.000000000000000000e+00 3.957603739966604639e+00
1.457246820036738055e-01 1.963495408493620697e-01 3.957603739966604639e+00
1.457246820036738055e-01 3.926990816987241395e-01 3.957603739966604639e+00
1.457246820036738055e-01 5.890486225480862092e-01 3.957603739966604639e+00
1.457246820036738055e-01 7.853981633974482790e-01 3.957603739966604639e+00
1.457246820036738055e-01 9.817477042468103487e-01 3.957603739966604639e+00
1.457246820036738055e-01 1.178097245096172418e+00 3.957603739966604639e+00
1.457246820036738055e-01 1.374446785945534488e+00 3.957603739966604639e+00
1.457246820036738055e-01 1.570796326794896558e+00 3.957603739966604639e+00
1.457246820036738055e-01 1.767145867644258628e+00 3.957603739966604639e+00
1.457246820036738055e-01 1.963495408493620697e+00 3.957603739966604639e+00
1.457246820036738055e-01 2.159844949342982545e+00 3.957603739966604639e+00
1.457246820036738055e-01 2.356194490192344837e+00 3.957603739966604639e+00
1.457246820036738055e-01 2.552544031041707129e+00 3.957603739966604639e+00
1.457246820036738055e-01 2.748893571891068976e+00 3.957603739966604639e+00
1.457246820036738055e-01 2.945243112740430824e+00 3.957603739966604639e+00
1.457246820036738055e-01 3.141592653589793116e+00 3.957603739966604639e+00
1.457246820036738055e-01 3.337942194439155408e+00 3.957603739966604639e+00
1.457246820036738055e-01 3.534291735288517255e+00 3.957603739966604639e+00
1.457246820036738055e-01 3.730641276137879103e+00 3.957603739966604639e+00
1.457246820036738055e-01 3.926990816987241395e+00 3.957603739966604639e+00
1.457246820036738055e-01 4.123340357836603687e+00 3.957603739966604639e+00
1.457246820036738055e-01 4.319689898685965090e+00 3.957603739966604639e+00
1.457246820036738055e-01 4.516039439535327382e+00 3.957603739966604639e+00
1.457246820036738055e-01 4.712388980384689674e+00 3.957603739966604639e+00
1.457246820036738055e-01 4.908738521234051966e+00 3.957603739966604639e+00
1.457246820036738055e-01 5.105088062083414258e+00 3.957603739966604639e+00
1.457246820036738055e-01 5.301437602932775661e+00 3.957603739966604639e+00
1.457246820036738055e-01 5.497787143782137953e+00 3.957603739966604639e+00
1.457246820036738055e-01 5.694136684631500245e+00 3.957603739966604639e+00
1.457246820036738055e-01 5.890486225480861648e+00 3.957603739966604639e+00
1.457246820036738055e-01 6.086835766330223940e+00 3.957603739966604639e+00
3.344986386876291351e-01 0.000000000000000000e+00 3.778300092292934842e+00
3.344986386876291351e-01 1.963495408493620697e-01 3.778300092292934842e+00
3.344986386876291351e-01 3.926990816987241395e-01 3.778300092292934842e+00
3.344986386876291351e-01 5.890486225480862092e-01 3.778300092292934842e+00
3.344986386876291351e-01 7.853981633974482790e-01 3.778300092292934842e+00
3.344986386876291351e-01 9.817477042468103487e-01 3.778300092292934842e+00
3.344986386876291351e-01 1.178097245096172418e+00 3.778300092292934842e+00
3.344986386876291351e-01 1.374446785945534488e+00 3.778300092292934842e+00
3.344986386876291351e-01 1.570796326794896558e+00 3.778300092292934842e+00
