2.236835121200276610e+00 6.086835766330223940e+00 -6.135788551145895386e-01
2.427067400355768179e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.427067400355768179e+00 1.963495408493620697e-01 5.113386517146022436e-01
2.427067400355768179e+00 3.926990816987241395e-01 1.003026845805831790e+00
2.427067400355768179e+00 5.890486225480862092e-01 1.456169280716678838e+00
2.427067400355768179e+00 7.853981633974482790e-01 1.853351946798724947e+00
2.427067400355768179e+00 9.817477042468103487e-01 2.179311336937041599e+00
2.427067400355768179e+00 1.178097245096172418e+00 2.421521014568746466e+00
2.427067400355768179e+00 1.374446785945534488e+00 2.570672997615204292e+00
2.427067400355768179e+00 1.570796326794896558e+00 2.621035459013335789e+00
2.427067400355768179e+00 1.767145867644258628e+00 2.570672997615204292e+00
2.427067400355768179e+00 1.963495408493620697e+00 2.421521014568746466e+00
2.427067400355768179e+00 2.159844949342982545e+00 2.179311336937041599e+00
2.427067400355768179e+00 2.356194490192344837e+00 1.853351946798724947e+00
2.427067400355768179e+00 2.552544031041707129e+00 1.456169280716678838e+00
2.427067400355768179e+00 2.748893571891068976e+00 1.003026845805831790e+00
2.427067400355768179e+00 2.945243112740430824e+00 5.113386517146022436e-01
2.427067400355768179e+00 3.141592653589793116e+00 0.000000000000000000e+00
2.427067400355768179e+00 3.337942194439155408e+00 -5.113386517146022436e-01
2.427067400355768179e+00 3.534291735288517255e+00 -1.003026845805831790e+00
2.427067400355768179e+00 3.730641276137879103e+00 -1.456169280716678838e+00
2.427067400355768179e+00 3.926990816987241395e+00 -1.853351946798724947e+00
2.427067400355768179e+00 4.123340357836603687e+00 -2.179311336937041599e+00
2.427067400355768179e+00 4.319689898685965090e+00 -2.421521014568746466e+00
2.427067400355768179e+00 4.516039439535327382e+00 -2.570672997615204292e+00
2.427067400355768179e+00 4.712388980384689674e+00 -2.621035459013335789e+00
2.427067400355768179e+00 4.908738521234051966e+00 -2.570672997615204292e+00
2.427067400355768179e+00 5.105088062083414258e+00 -2.421521014568746466e+00
2.427067400355768179e+00 5.301437602932775661e+00 -2.179311336937041599e+00
2.427067400355768179e+00 5.497787143782137953e+00 -1.853351946798724947e+00
2.427067400355768179e+00 5.694136684631500245e+00 -1.456169280716678838e+00
2.427067400355768179e+00 5.890486225480861648e+00 -1.003026845805831790e+00
2.427067400355768179e+00 6.086835766330223940e+00 -5.113386517146022436e-01
2.617206012686199124e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.617206012686199124e+00 1.963495408493620697e-01 3.907129722573111086e-01
2.617206012686199124e+00 3.926990816987241395e-01 7.664110641051329331e-01
2.617206012686199124e+00 5.890486225480862092e-01 1.112656408567670896e+00
2.617206012686199124e+00 7.853981633974482790e-01 1.416142991233856119e+00
2.617206012686199124e+00 9.817477042468103487e-01 1.665207992929063074e+00
2.617206012686199124e+00 1.178097245096172418e+00 1.850279985315407494e+00
2.617206012686199124e+00 1.374446785945534488e+00 1.964246755515050902e+00
2.617206012686199124e+00 1.570796326794896558e+00 2.002728624462522422e+00
2.617206012686199124e+00 1.767145867644258628e+00 1.964246755515050902e+00
2.617206012686199124e+00 1.963495408493620697e+00 1.850279985315407494e+00
2.617206012686199124e+00 2.159844949342982545e+00 1.665207992929063074e+00
2.617206012686199124e+00 2.356194490192344837e+00 1.416142991233856119e+00
2.617206012686199124e+00 2.552544031041707129e+00 1.112656408567670896e+00
2.617206012686199124e+00 2.748893571891068976e+00 7.664110641051329331e-01
2.617206012686199124e+00 2.945243112740430824e+00 3.907129722573111086e-01
2.617206012686199124e+00 3.141592653589793116e+00 0.000000000000000000e+00
2.617206012686199124e+00 3.337942194439155408e+00 -3.907129722573111086e-01
2.617206012686199124e+00 3.534291735288517255e+00 -7.664110641051329331e-01
2.617206012686199124e+00 3.730641276137879103e+00 -1.112656408567670896e+00
2.617206012686199124e+00 3.926990816987241395e+00 -1.416142991233856119e+00
2.617206012686199124e+00 4.123340357836603687e+00 -1.665207992929063074e+00
2.617206012686199124e+00 4.319689898685965090e+00 -1.850279985315407494e+00
2.617206012686199124e+00 4.516039439535327382e+00 -1.964246755515050902e+00
2.617206012686199124e+00 4.712388980384689674e+00 -2.002728624462522422e+00
2.617206012686199124e+00 4.908738521234051966e+00 -1.964246755515050902e+00
2.617206012686199124e+00 5.105088062083414258e+00 -1.850279985315407494e+00
2.617206012686199124e+00 5.301437602932775661e+00 -1.665207992929063074e+00
2.617206012686199124e+00 5.497787143782137953e+00 -1.416142991233856119e+00
2.617206012686199124e+00 5.694136684631500245e+00 -1.112656408567670896e+00
2.617206012686199124e+00 5.890486225480861648e+00 -7.664110641051329331e-01
2.617206012686199124e+00 6.086835766330223940e+00 -3.907129722573111086e-01
2.807094014902164147e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.807094014902164147e+00 1.963495408493620697e-01 2.561892067649423343e-01
2.807094014902164147e+00 3.926990816987241395e-01 5.025332059864703327e-01
2.807094014902164147e+00 5.890486225480862092e-01 7.295651359258068513e-01
2.807094014902164147e+00 7.853981633974482790e-01 9.285602868363567186e-01
2.807094014902164147e+00 9.817477042468103487e-01 1.091871386666393384e+00
2.807094014902164147e+00 1.178097245096172418e+00 1.213222481435368927e+00
2.807094014902164147e+00 1.374446785945534488e+00 1.287950116625789176e+00
2.807094014902164147e+00 1.570796326794896558e+00 1.313182551125027020e+00
2.807094014902164147e+00 1.767145867644258628e+00 1.287950116625789176e+00
2.807094014902164147e+00 1.963495408493620697e+00 1.213222481435368927e+00
2.807094014902164147e+00 2.159844949342982545e+00 1.091871386666393384e+00
2.807094014902164147e+00 2.356194490192344837e+00 9.285602868363567186e-01
2.807094014902164147e+00 2.552544031041707129e+00 7.295651359258068513e-01
2.807094014902164147e+00 2.748893571891068976e+00 5.025332059864703327e-01
2.807094014902164147e+00 2.945243112740430824e+00 2.561892067649423343e-01
2.807094014902164147e+00 3.141592653589793116e+00 0.000000000000000000e+00
2.807094014902164147e+00 3.337942194439155408e+00 -2.561892067649423343e-01
2.807094014902164147e+00 3.534291735288517255e+00 -5.025332059864703327e-01
2.807094014902164147e+00 3.730641276137879103e+00 -7.295651359258068513e-01
2.807094014902164147e+00 3.926990816987241395e+00 -9.285602868363567186e-01
2.807094014902164147e+00 4.123340357836603687e+00 -1.091871386666393384e+00
2.807094014902164147e+00 4.319689898685965090e+00 -1.213222481435368927e+00
2.807094014902164147e+00 4.516039439535327382e+00 -1.287950116625789176e+00
2.807094014902164147e+00 4.712388980384689674e+00 -1.313182551125027020e+00
2.807094014902164147e+00 4.908738521234051966e+00 -1.287950116625789176e+00
2.807094014902164147e+00 5.105088062083414258e+00 -1.213222481435368927e+00
2.807094014902164147e+00 5.301437602932775661e+00 -1.091871386666393384e+00
2.807094014902164147e+00 5.497787143782137953e+00 -9.285602868363567186e-01
2.807094014902164147e+00 5.694136684631500245e+00 -7.295651359258068513e-01
2.807094014902164147e+00 5.890486225480861648e+00 -5.025332059864703327e-01
2.807094014902164147e+00 6.086835766330223940e+00 -2.561892067649423343e-01
2.995867971586119616e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.995867971586119616e+00 1.963495408493620697e-01 1.133158481346927260e-01
2.995867971586119616e+00 3.926990816987241395e-01 2.222770317738289869e-01
2.995867971586119616e+00 5.890486225480862092e-01 3.226962337362924149e-01
2.995867971586119616e+00 7.853981633974482790e-01 4.107144004064030574e-01
2.995867971586119616e+00 9.817477042468103487e-01 4.829490430001849299e-01
2.995867971586119616e+00 1.178097245096172418e+00 5.366242247124132225e-01
2.995867971586119616e+00 1.374446785945534488e+00 5.696772384112758214e-01
2.995867971586119616e+00 1.570796326794896558e+00 5.808378753166690833e-01
2.995867971586119616e+00 1.767145867644258628e+00 5.696772384112758214e-01
2.995867971586119616e+00 1.963495408493620697e+00 5.366242247124132225e-01
2.995867971586119616e+00 2.159844949342982545e+00 4.829490430001849299e-01
2.995867971586119616e+00 2.356194490192344837e+00 4.107144004064030574e-01
2.995867971586119616e+00 2.552544031041707129e+00 3.226962337362924149e-01
2.995867971586119616e+00 2.748893571891068976e+00 2.222770317738289869e-01
2.995867971586119616e+00 2.945243112740430824e+00 1.133158481346927260e-01
2.995867971586119616e+00 3.141592653589793116e+00 0.000000000000000000e+00
2.995867971586119616e+00 3.337942194439155408e+00 -1.133158481346927260e-01
2.995867971586119616e+00 3.534291735288517255e+00 -2.222770317738289869e-01
2.995867971586119616e+00 3.730641276137879103e+00 -3.226962337362924149e-01
2.995867971586119616e+00 3.926990816987241395e+00 -4.107144004064030574e-01
2.995867971586119616e+00 4.123340357836603687e+00 -4.829490430001849299e-01
2.995867971586119616e+00 4.319689898685965090e+00 -5.366242247124132225e-01
2.995867971586119616e+00 4.516039439535327382e+00 -5.696772384112758214e-01
2.995867971586119616e+00 4.712388980384689674e+00 -5.808378753166690833e-01
2.995867971586119616e+00 4.908738521234051966e+00 -5.696772384112758214e-01
2.995867971586119616e+00 5.105088062083414258e+00 -5.366242247124132225e-01
2.995867971586119616e+00 5.301437602932775661e+00 -4.829490430001849299e-01
2.995867971586119616e+00 5.497787143782137953e+00 -4.107144004064030574e-01
2.995867971586119616e+00 5.694136684631500245e+00 -3.226962337362924149e-01
2.995867971586119616e+00 5.890486225480861648e+00 -2.222770317738289869e-01
2.995867971586119616e+00 6.086835766330223940e+00 -1.133158481346927260e-01
